Index	Uniprot_ID	Protein_names	Length	Organism_ID	Gene_name	Subcellular_location	GO(CC)	Tissue_specificity	GeneID	PDB	Degree	mean_score_top_10_pred
23	P15559	NAD(P)H dehydrogenase [quinone] 1 (EC 1.6.5.2) (Azoreductase) (DT-diaphorase) (DTD) (Menadione reductase) (NAD(P)H:quinone oxidoreductase 1) (Phylloquinone reductase) (Quinone reductase 1) (QR1)	274	9606	NQO1	Cytoplasm.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; neuronal cell body [GO:0043025]; synapse [GO:0045202]		1728;	1D4A;1DXO;1GG5;1H66;1H69;1KBO;1KBQ;1QBG;2F1O;3JSX;4CET;4CF6;5A4K;5EA2;5EAI;5FUQ;6FY4;	7	0.8051295876502991
24	Q99933	BAG family molecular chaperone regulator 1 (BAG-1) (Bcl-2-associated athanogene 1)	345	9606	BAG1	[Isoform 1]: Nucleus. Cytoplasm. Note=Isoform 1 localizes predominantly to the nucleus.; [Isoform 2]: Cytoplasm. Nucleus. Note=Isoform 2 localizes to the cytoplasm and shuttles into the nucleus in response to heat shock.; [Isoform 4]: Cytoplasm. Nucleus. Note=Isoform 4 localizes predominantly to the cytoplasm. The cellular background in which it is expressed can influence whether it resides primarily in the cytoplasm or is also found in the nucleus. In the presence of BCL2, localizes to intracellular membranes (what appears to be the nuclear envelope and perinuclear membranes) as well as punctate cytosolic structures suggestive of mitochondria.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	Isoform 4 is the most abundantly expressed isoform. It is ubiquitously expressed throughout most tissues, except the liver, colon, breast and uterine myometrium. Isoform 1 is expressed in the ovary and testis. Isoform 4 is expressed in several types of tumor cell lines, and at consistently high levels in leukemia and lymphoma cell lines. Isoform 1 is expressed in the prostate, breast and leukemia cell lines. Isoform 3 is the least abundant isoform in tumor cell lines (at protein level). {ECO:0000269|PubMed:9679980}.	573;	1HX1;1WXV;3FZF;3FZH;3FZK;3FZL;3FZM;3LDQ;3M3Z;5AQF;5AQG;5AQH;5AQI;5AQJ;5AQK;5AQL;5AQM;5AQN;5AQO;5AQP;5AQQ;5AQR;5AQS;5AQT;5AQU;5AQV;	14	0.8653449833393096
25	Q16082	Heat shock protein beta-2 (HspB2) (DMPK-binding protein) (MKBP)	182	9606	HSPB2	Cytoplasm {ECO:0000269|PubMed:19464326}. Nucleus {ECO:0000269|PubMed:19464326}. Note=Localizes to nuclear foci.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]	Expressed preferentially in skeletal muscle and heart but not in the lens.	3316;	6F2R;	21	0.8994331300258637
26	Q6UB35	Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)	978	9606	MTHFD1L	Mitochondrion {ECO:0000269|PubMed:12937168}.	cytoplasm [GO:0005737]; membrane [GO:0016020]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]	Detected in most tissues, highest expression found in placenta, thymus and brain. Low expression is found in liver and skeletal muscle. Up-regulated in colon adenocarcinoma. {ECO:0000269|PubMed:12937168, ECO:0000269|PubMed:15013446}.	25902;	NA;	5	0.7484188973903656
27	P35869	Aryl hydrocarbon receptor (Ah receptor) (AhR) (Class E basic helix-loop-helix protein 76) (bHLHe76)	848	9606	AHR	Cytoplasm {ECO:0000250|UniProtKB:P30561}. Nucleus {ECO:0000250|UniProtKB:P30561}. Note=Initially cytoplasmic; upon binding with ligand and interaction with a HSP90, it translocates to the nucleus. {ECO:0000250|UniProtKB:P30561}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic aryl hydrocarbon receptor complex [GO:0034752]; nuclear chromatin [GO:0000790]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; transcription factor complex [GO:0005667]	Expressed in all tissues tested including blood, brain, heart, kidney, liver, lung, pancreas and skeletal muscle. Expressed in retinal photoreceptors (PubMed:29726989). {ECO:0000269|PubMed:29726989, ECO:0000269|PubMed:7515333, ECO:0000269|PubMed:8246913}.	196;	5NJ8;	10	0.8415135562419891
28	Q8N427	Thioredoxin domain-containing protein 3 (NM23-H8) (NME/NM23 family member 8) (Spermatid-specific thioredoxin-2) (Sptrx-2)	588	9606	NME8	Cytoplasm {ECO:0000269|PubMed:11737268}.	cell [GO:0005623]; outer dynein arm [GO:0036157]; sperm cytoplasmic droplet [GO:0097598]; sperm principal piece [GO:0097228]	Testis-specific. Expressed only in primary spermatocytes and round spermatids. {ECO:0000269|PubMed:11737268}.	51314;	NA;	2	0.5497711837291718
29	P01903	HLA class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA)	254	9606	HLA-DRA	Cell membrane; Single-pass type I membrane protein. Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein. Endosome membrane; Single-pass type I membrane protein. Lysosome membrane; Single-pass type I membrane protein. Late endosome membrane; Single-pass type I membrane protein. Note=The MHC class II complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation.	cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; integral component of plasma membrane [GO:0005887]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; MHC class II protein complex [GO:0042613]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658]		3122;	1A6A;1AQD;1BX2;1D5M;1D5X;1D5Z;1D6E;1DLH;1FV1;1FYT;1H15;1HQR;1HXY;1J8H;1JWM;1JWS;1JWU;1KG0;1KLG;1KLU;1LO5;1PYW;1R5I;1SEB;1SJE;1SJH;1T5W;1T5X;1YMM;1ZGL;2FSE;2G9H;2IAM;2IAN;2ICW;2IPK;2OJE;2Q6W;2SEB;2WBJ;2XN9;3C5J;3L6F;3O6F;3PDO;3PGC;3PGD;3QXA;3QXD;3S4S;3S5L;3T0E;4AEN;4AH2;4C56;4E41;4FQX;4GBX;4H1L;4H25;4H26;4I5B;4IS6;4MCY;4MCZ;4MD0;4MD4;4MD5;4MDI;4MDJ;4OV5;4X5W;4X5X;4Y19;4Y1A;5JLZ;5LAX;5NI9;5NIG;5V4M;5V4N;6ATF;6ATI;6ATZ;6BIJ;6BIL;6BIN;6BIR;6BIV;6BIX;6BIY;6BIZ;6CPL;6CPN;6CPO;6CQJ;6CQL;6CQN;6CQQ;6CQR;6NIX;	7	0.7945781588554383
30	O43602	Neuronal migration protein doublecortin (Doublin) (Lissencephalin-X) (Lis-X)	365	9606	DCX	Cytoplasm {ECO:0000305}. Cell projection, neuron projection {ECO:0000250|UniProtKB:Q9ESI7}. Note=Localizes at neurite tips. {ECO:0000250|UniProtKB:Q9ESI7}.	axoneme [GO:0005930]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; microtubule [GO:0005874]; microtubule associated complex [GO:0005875]; neuron projection [GO:0043005]	Highly expressed in neuronal cells of fetal brain (in the majority of cells of the cortical plate, intermediate zone and ventricular zone), but not expressed in other fetal tissues. In the adult, highly expressed in the brain frontal lobe, but very low expression in other regions of brain, and not detected in heart, placenta, lung, liver, skeletal muscles, kidney and pancreas.	1641;	1MJD;2BQQ;2XRP;4ATU;5IKC;5IN7;5IO9;5IOI;5IP4;6FNZ;6REV;6RF2;6RF8;6RFD;	4	0.7427359163761139
31	P06850	Corticoliberin (Corticotropin-releasing factor) (CRF) (Corticotropin-releasing hormone)	196	9606	CRH	Secreted {ECO:0000250|UniProtKB:P06296}.	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; perikaryon [GO:0043204]; synapse [GO:0045202]; varicosity [GO:0043196]	Produced by the hypothalamus and placenta. {ECO:0000269|PubMed:2783917, ECO:0000269|PubMed:3262120}.	1392;	1GO9;1GOE;3EHT;3EHU;6P9X;	1	0.5913915872573853
32	Q00535	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)	292	9606	CDK5	[Isoform 1]: Cytoplasm. Cell membrane; Peripheral membrane protein. Perikaryon. Cell projection, lamellipodium {ECO:0000250}. Cell projection, growth cone {ECO:0000250}. Cell junction, synapse, postsynaptic density {ECO:0000250}. Note=In axonal growth cone with extension to the peripheral lamellipodia (By similarity). Under neurotoxic stress and neuronal injury conditions, CDK5R (p35) is cleaved by calpain to generate CDK5R1 (p25) in response to increased intracellular calcium. The elevated level of p25, when in complex with CDK5, leads to its subcellular misallocation as well as its hyperactivation. Colocalizes with CTNND2 in the cell body of neuronal cells, and with CTNNB1 in the cell-cell contacts and plasma membrane of undifferentiated and differentiated neuroblastoma cells. Reversibly attached to the plasma membrane in an inactive form when complexed to dephosphorylated p35 or CDK5R2 (p39), p35 phosphorylation releases this attachment and activates CDK5. {ECO:0000250}.; [Isoform 2]: Nucleus.	axon [GO:0030424]; cell [GO:0005623]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; filopodium [GO:0030175]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; membrane [GO:0016020]; microtubule [GO:0005874]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; protein kinase 5 complex [GO:0016533]; Schaffer collateral - CA1 synapse [GO:0098685]	Isoform 1 is ubiquitously expressed. Accumulates in cortical neurons (at protein level). Isoform 2 has only been detected in testis, skeletal muscle, colon, bone marrow and ovary. {ECO:0000269|PubMed:17009320, ECO:0000269|PubMed:19693690}.	1020;	1H4L;1LFR;1UNG;1UNH;1UNL;3O0G;4AU8;	34	0.935159158706665
33	Q8IVL6	Prolyl 3-hydroxylase 3 (EC 1.14.11.7) (Leprecan-like protein 2) (Protein B)	736	9606	P3H3	Endoplasmic reticulum {ECO:0000255|PROSITE-ProRule:PRU10138}.	catalytic complex [GO:1902494]; endoplasmic reticulum [GO:0005783]	Detected in fetal cartilage (at protein level) (PubMed:28115524). Weak expression in heart, lung, ovary and skeletal muscle (PubMed:8723724). {ECO:0000269|PubMed:28115524, ECO:0000269|PubMed:8723724}.	10536;	NA;	3	0.6053139626979828
34	P51671	Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11)	97	9606	CCL11	Secreted.	cell [GO:0005623]; extracellular region [GO:0005576]; extracellular space [GO:0005615]		6356;	1EOT;2EOT;2MPM;	3	0.6353498160839081
35	P06858	Lipoprotein lipase (LPL) (EC 3.1.1.34)	475	9606	LPL	Cell membrane {ECO:0000250|UniProtKB:P11151}; Peripheral membrane protein {ECO:0000250|UniProtKB:P11151}; Extracellular side {ECO:0000250|UniProtKB:P11151}. Secreted {ECO:0000269|PubMed:11342582, ECO:0000269|PubMed:11893776, ECO:0000269|PubMed:12641539, ECO:0000269|PubMed:1371284, ECO:0000269|PubMed:2340307, ECO:0000269|PubMed:27578112, ECO:0000269|PubMed:30559189}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:27811232}. Note=Newly synthesized LPL binds to cell surface heparan proteoglycans and is then released by heparanase. Subsequently, it becomes attached to heparan proteoglycan on endothelial cells (PubMed:27811232). Locates to the plasma membrane of microvilli of hepatocytes with triglyceride-rich lipoproteins (TRL). Some of the bound LPL is then internalized and located inside non-coated endocytic vesicles (By similarity). {ECO:0000250|UniProtKB:P11151, ECO:0000269|PubMed:27811232}.	cell surface [GO:0009986]; chylomicron [GO:0042627]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; very-low-density lipoprotein particle [GO:0034361]	Detected in blood plasma (PubMed:2340307, PubMed:11893776, PubMed:12641539). Detected in milk (at protein level) (PubMed:2340307). {ECO:0000269|PubMed:11893776, ECO:0000269|PubMed:12641539, ECO:0000269|PubMed:2340307}.	4023;	6E7K;6OAU;6OAZ;6OB0;	8	0.7818714022636414
36	O00499	Myc box-dependent-interacting protein 1 (Amphiphysin II) (Amphiphysin-like protein) (Box-dependent myc-interacting protein 1) (Bridging integrator 1)	593	9606	BIN1	[Isoform BIN1]: Nucleus {ECO:0000269|PubMed:8782822}. Cytoplasm {ECO:0000269|PubMed:9182667}. Endosome {ECO:0000250|UniProtKB:O08539}. Cell membrane, sarcolemma, T-tubule {ECO:0000250|UniProtKB:O08839}.; [Isoform IIA]: Cytoplasm {ECO:0000269|PubMed:9182667}.	actin cytoskeleton [GO:0015629]; axon [GO:0030424]; axon initial segment [GO:0043194]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endosome [GO:0005768]; I band [GO:0031674]; lipid tube [GO:0060987]; membrane [GO:0016020]; node of Ranvier [GO:0033268]; nuclear envelope [GO:0005635]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; synaptic vesicle [GO:0008021]; T-tubule [GO:0030315]; Z disc [GO:0030018]	Ubiquitous. Highest expression in the brain and muscle (PubMed:9182667). Expressed in oligodendrocytes (PubMed:27488240). Isoform IIA is expressed only in the brain, where it is detected in the gray matter, but not in the white matter (PubMed:27488240). Isoform BIN1 is widely expressed with highest expression in skeletal muscle. {ECO:0000269|PubMed:10903846, ECO:0000269|PubMed:27488240, ECO:0000269|PubMed:9182667}.	274;	1MUZ;1MV0;1MV3;2FIC;2RMY;2RND;5I22;	17	0.9070235431194306
37	P07858	Cathepsin B (EC 3.4.22.1) (APP secretase) (APPS) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain]	339	9606	CTSB	Lysosome {ECO:0000269|PubMed:16733801}. Melanosome {ECO:0000269|PubMed:17081065}. Secreted, extracellular space {ECO:0000250|UniProtKB:A1E295}. Apical cell membrane {ECO:0000250|UniProtKB:P10605}; Peripheral membrane protein {ECO:0000250|UniProtKB:P10605}; Extracellular side {ECO:0000250|UniProtKB:P10605}. Note=Identified by mass spectrometry in melanosome fractions from stage I to stage IV (PubMed:17081065). Localizes to the lumen of thyroid follicles and to the apical membrane of thyroid epithelial cells (By similarity). {ECO:0000250|UniProtKB:P10605, ECO:0000269|PubMed:17081065}.	apical plasma membrane [GO:0016324]; collagen-containing extracellular matrix [GO:0062023]; endolysosome lumen [GO:0036021]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; ficolin-1-rich granule lumen [GO:1904813]; intracellular [GO:0005622]; intracellular membrane-bounded organelle [GO:0043231]; lysosome [GO:0005764]; melanosome [GO:0042470]; nucleolus [GO:0005730]; perinuclear region of cytoplasm [GO:0048471]	Expressed in the stratum spinosum of the epidermis. Weak expression is detected in the stratum granulosum. {ECO:0000269|PubMed:28457472}.	1508;	1CSB;1GMY;1HUC;1PBH;2IPP;2PBH;3AI8;3CBJ;3CBK;3K9M;3PBH;5MBL;5MBM;6AY2;	15	0.8669265985488892
38	P30047	GTP cyclohydrolase 1 feedback regulatory protein (GFRP) (GTP cyclohydrolase I feedback regulatory protein) (p35)	84	9606	GCHFR	Nucleus {ECO:0000269|PubMed:16778797}. Nucleus membrane {ECO:0000269|PubMed:16778797}. Cytoplasm, cytosol {ECO:0000269|PubMed:16778797}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; melanosome [GO:0042470]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]	In epidermis, expressed predominantly in basal undifferentiated keratinocytes and in some but not all melanocytes (at protein level). {ECO:0000269|PubMed:16778797}.	2644;	NA;	1	0.693907743692398
39	Q15118	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 1) (PDH kinase 1)	436	9606	PDK1	Mitochondrion matrix {ECO:0000269|PubMed:22195962}.	mitochondrial matrix [GO:0005759]; mitochondrial pyruvate dehydrogenase complex [GO:0005967]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	Expressed predominantly in the heart. Detected at lower levels in liver, skeletal muscle and pancreas. {ECO:0000269|PubMed:7499431}.	5163;	2Q8F;2Q8G;2Q8H;	8	0.7994295001029968
40	O14558	Heat shock protein beta-6 (HspB6) (Heat shock 20 kDa-like protein p20)	160	9606	HSPB6	Cytoplasm {ECO:0000269|PubMed:19464326}. Nucleus {ECO:0000269|PubMed:19464326}. Secreted {ECO:0000269|PubMed:22427880}. Note=Translocates to nuclear foci during heat shock. {ECO:0000269|PubMed:19464326}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular region [GO:0005576]; Golgi apparatus [GO:0005794]; nucleolus [GO:0005730]; nucleus [GO:0005634]		126393;	4JUS;4JUT;5LTW;5LU1;5LU2;5LUM;5OK9;5OKF;	2	0.7655964016914367
41	Q12933	TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3)	501	9606	TRAF2	Cytoplasm {ECO:0000269|PubMed:15383523, ECO:0000269|PubMed:19150425}.	CD40 receptor complex [GO:0035631]; cell cortex [GO:0005938]; cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; IRE1-TRAF2-ASK1 complex [GO:1990604]; membrane raft [GO:0045121]; nucleoplasm [GO:0005654]; TRAF2-GSTP1 complex [GO:0097057]; tumor necrosis factor receptor superfamily complex [GO:0002947]; ubiquitin ligase complex [GO:0000151]; vesicle membrane [GO:0012506]		7186;	1CA4;1CA9;1CZY;1CZZ;1D00;1D01;1D0A;1D0J;1F3V;1QSC;3KNV;3M06;3M0A;3M0D;	44	0.94202521443367
42	P02545	Prelamin-A/C [Cleaved into: Lamin-A/C (70 kDa lamin) (Renal carcinoma antigen NY-REN-32)]	664	9606	LMNA	Nucleus {ECO:0000269|PubMed:15372542}. Nucleus envelope {ECO:0000269|PubMed:29599122}. Nucleus lamina. Nucleus, nucleoplasm. Note=Farnesylation of prelamin-A/C facilitates nuclear envelope targeting and subsequent cleavage by ZMPSTE24/FACE1 to remove the farnesyl group produces mature lamin-A/C, which can then be inserted into the nuclear lamina. EMD is required for proper localization of non-farnesylated prelamin-A/C.; [Isoform C]: Nucleus speckle {ECO:0000269|PubMed:16061563}.	cytosol [GO:0005829]; intermediate filament [GO:0005882]; lamin filament [GO:0005638]; nuclear body [GO:0016604]; nuclear envelope [GO:0005635]; nuclear lamina [GO:0005652]; nuclear membrane [GO:0031965]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]	In the arteries, prelamin-A/C accumulation is not observed in young healthy vessels but is prevalent in medial vascular smooth muscle cells (VSMCs) from aged individuals and in atherosclerotic lesions, where it often colocalizes with senescent and degenerate VSMCs. Prelamin-A/C expression increases with age and disease. In normal aging, the accumulation of prelamin-A/C is caused in part by the down-regulation of ZMPSTE24/FACE1 in response to oxidative stress. {ECO:0000269|PubMed:20458013}.	4000;	1IFR;1IVT;1X8Y;2XV5;2YPT;3GEF;3V4Q;3V4W;3V5B;6GHD;6JLB;6RPR;6SNZ;	57	0.9285382211208344
43	Q96LT7	Guanine nucleotide exchange C9orf72	481	9606	C9orf72	Nucleus {ECO:0000269|PubMed:21944779, ECO:0000269|PubMed:27037575}. Cytoplasm {ECO:0000269|PubMed:21944778, ECO:0000269|PubMed:27037575, ECO:0000269|PubMed:27193190}. Cytoplasm, P-body {ECO:0000269|PubMed:27037575}. Cytoplasm, Stress granule {ECO:0000269|PubMed:27037575}. Endosome {ECO:0000269|PubMed:24549040}. Lysosome {ECO:0000269|PubMed:24549040, ECO:0000269|PubMed:27559131}. Cytoplasmic vesicle, autophagosome {ECO:0000269|PubMed:24549040}. Secreted {ECO:0000269|PubMed:24549040}. Cell projection, axon {ECO:0000269|PubMed:27723745}. Cell projection, growth cone {ECO:0000269|PubMed:27723745}. Perikaryon {ECO:0000250|UniProtKB:Q6DFW0}. Note=Detected in the cytoplasm of neurons from brain tissue (PubMed:21944778). Detected in the nucleus in fibroblasts (PubMed:21944779). During corticogenesis, transitions from being predominantly cytoplasmic to a more even nucleocytoplasmic distribution (By similarity). {ECO:0000250|UniProtKB:Q6DFW0, ECO:0000269|PubMed:21944778, ECO:0000269|PubMed:21944779, ECO:0000269|PubMed:27037575}.; [Isoform 1]: Perikaryon {ECO:0000269|PubMed:26174152}. Cell projection, dendrite {ECO:0000269|PubMed:26174152}. Note=Expressed diffusely throughout the cytoplasm and dendritic processes of cerebellar Purkinje cells. Also expressed diffusely throughout the cytoplasm of spinal motor neurons. {ECO:0000269|PubMed:26174152}.; [Isoform 2]: Nucleus membrane {ECO:0000269|PubMed:26174152}; Peripheral membrane protein {ECO:0000305}. Nucleus {ECO:0000269|PubMed:26174152}. Note=Detected at the nuclear membrane of cerebellar Purkinje cells and spinal motor neurons. Also shows diffuse nuclear expression in spinal motor neurons. {ECO:0000269|PubMed:26174152}.	autophagosome [GO:0005776]; axonal growth cone [GO:0044295]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; dendrite [GO:0030425]; endosome [GO:0005768]; extracellular space [GO:0005615]; guanyl-nucleotide exchange factor complex [GO:0032045]; lysosome [GO:0005764]; main axon [GO:0044304]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; P-body [GO:0000932]; perikaryon [GO:0043204]	Both isoforms are widely expressed, including kidney, lung, liver, heart, testis and several brain regions, such as cerebellum. Also expressed in the frontal cortex and in lymphoblasts (at protein level). {ECO:0000269|PubMed:21944778, ECO:0000269|PubMed:21944779}.	203228;	6LT0;	1	0.7350836515426635
