Uniprot_A	Uniprot_B	Interaction	Protein_A_idx	Protein_B_idx
P45983	Q07817	1	499	989
P60880	Q16623	1	5	914
P52926	Q99873	1	698	884
P80303	Q14790	1	483	69
Q9NP66	Q9UGU0	1	815	639
P11509	P41235	1	573	642
P03372	P31751	1	12	771
P01375	Q14790	1	237	69
P04179	P12955	1	27	958
Q13315	Q14191	1	691	842
P11021	P49327	1	1029	606
P13987	P41597	1	346	955
P13726	P21333	1	466	632
P10415	P16615	1	799	970
P45984	Q00613	1	496	388
O76024	P18850	1	505	248
P00813	P24666	1	603	784
P04637	Q99608	1	523	70
P46108	P51692	1	879	937
P16581	Q06124	1	686	660
P41161	Q9NSE2	1	715	751
P02545	Q49AN0	1	58	193
P10809	Q16539	1	668	969
P50591	Q14790	1	182	69
P29279	Q07954	1	377	211
P05067	P41252	1	350	51
O15534	Q49AN0	1	598	193
O00255	P03372	1	800	12
P15884	Q13541	1	261	281
P09874	Q04206	1	962	218
P05106	P31749	1	229	0
P35222	P36402	1	459	688
O95865	P19320	1	839	85
P05783	Q14790	1	107	69
P05231	P12272	1	104	97
P18847	P49715	1	545	633
P02753	P02768	1	445	71
O75052	P12004	1	48	1031
P04637	P04792	1	523	628
P48736	Q13370	1	300	563
P07996	P09486	1	381	648
P37231	P45983	1	344	499
Q99836	Q9NSE2	1	1016	751
P10909	P45984	1	986	496
P17861	Q15466	1	762	331
P05067	P08621	1	350	115
P05451	P40763	1	1022	255
O15524	O60674	1	647	471
P30405	Q9BZK7	1	311	745
P05112	P24394	1	516	1005
O95433	P00533	1	798	435
P14317	P42574	1	600	1033
P35579	Q96QT4	1	903	766
P42574	P47712	1	1033	368
P02675	P14859	1	877	680
O00255	Q04206	1	800	218
P11021	Q13164	1	1029	752
P16615	P19438	1	970	354
P05112	P31785	1	516	934
P15884	Q15672	1	261	562
P03372	P31749	1	12	0
P09429	P19838	1	542	635
P10599	P40763	1	928	255
O15516	P51449	1	127	905
P14780	P35070	1	654	94
P19838	P54652	1	635	960
P04637	P54652	1	523	960
P24385	Q00535	1	280	40
P62995	Q01860	1	299	776
P61073	Q06124	1	700	660
P12821	P35579	1	199	903
P09874	P19320	1	962	85
P01583	P07384	1	727	964
P24385	P35222	1	280	459
Q14457	Q92574	1	306	14
P16220	P52945	1	601	373
P05067	P14859	1	350	680
P04637	P10275	1	523	79
P62937	Q16849	1	991	963
P35568	P45984	1	886	496
P05067	P09466	1	350	234
P31749	Q92574	1	0	14
P04637	Q9UKG1	1	523	147
P01344	P08833	1	456	817
P05067	P17931	1	350	123
P10644	P14672	1	327	498
P01303	P49146	1	316	169
P19320	P60709	1	85	243
P00533	P31749	1	435	0
P00390	P10809	1	317	668
P08195	P16070	1	777	679
P08195	P62995	1	777	299
P56945	P60484	1	732	153
P34947	P37288	1	160	31
Q07817	Q96F15	1	989	262
P02545	P18054	1	58	6
P12004	P38398	1	1031	697
P02545	P12004	1	58	1031
P02751	Q15466	1	443	331
A5A3E0	Q96KN2	1	678	891
P63104	Q05513	1	399	685
P11362	Q99259	1	250	369
P10275	P25311	1	79	748
O14543	Q14289	1	362	883
O00161	Q16623	1	627	914
O60602	P27986	1	432	122
P31751	P34947	1	771	160
P13807	Q13155	1	908	828
P24385	Q04206	1	280	218
P04406	P63104	1	438	399
O95478	P62633	1	671	843
P25054	Q16236	1	626	426
Q03014	Q92908	1	99	793
P18850	Q53ET0	1	248	73
P02786	P26651	1	832	531
P19438	P31323	1	354	994
P00533	P16615	1	435	970
P13569	Q9HBW0	1	166	945
P29279	P98160	1	377	179
P38398	P68371	1	697	375
P40763	P51451	1	255	159
P09038	P51812	1	460	825
P28482	Q14790	1	701	69
P15692	P35968	1	282	77
P30411	P30556	1	473	477
P00797	P29120	1	588	102
P35222	P35712	1	459	21
P03372	P11586	1	12	252
P38398	P62995	1	697	299
P03372	Q15796	1	12	753
P04637	P35579	1	523	903
O43741	Q99683	1	621	810
P25054	Q14692	1	626	980
P16220	P17096	1	601	454
P15692	P16220	1	282	601
P35579	P63104	1	903	399
P04406	Q01860	1	438	776
Q68CZ1	Q8IXJ6	1	4	259
P15172	P16220	1	966	601
O95819	P34947	1	878	160
P10909	P37231	1	986	344
P23945	Q12778	1	901	594
P34947	Q13427	1	160	273
P40763	Q96PH1	1	255	1000
P02786	Q03135	1	832	917
P48995	Q9Y210	1	239	103
P01275	P27487	1	289	919
P00533	P28845	1	435	659
P05783	Q16539	1	107	969
P21980	Q9BXM7	1	278	286
Q07954	Q9H7Z7	1	211	662
O43597	P55055	1	383	170
P43628	Q06124	1	143	660
P25445	Q99683	1	570	810
P00533	Q92729	1	435	765
Q96EB6	Q9H165	1	86	343
P46108	Q92556	1	879	615
P04637	P54198	1	523	81
P08842	Q8N5K1	1	392	935
P04083	P25054	1	580	626
P25445	Q14790	1	570	69
P09874	P25490	1	962	646
P17676	P28482	1	1003	701
P42345	Q9NZQ7	1	920	206
P21333	P49286	1	632	145
P02751	P48061	1	443	121
P45983	P63104	1	499	399
P25054	Q92945	1	626	53
P10451	P16070	1	684	679
P01106	P13498	1	756	140
O75469	P80303	1	293	483
Q14397	Q8IXJ6	1	342	259
P02751	Q16698	1	443	995
P17931	P55211	1	123	672
P17301	Q8IW75	1	981	655
P12004	Q9BXW9	1	1031	125
P24394	Q06124	1	1005	660
P24385	P38398	1	280	697
P17676	Q14790	1	1003	69
P07550	P21333	1	846	632
P01106	P17676	1	756	1003
P01130	Q12772	1	310	589
P01024	P07711	1	998	56
P04083	P47712	1	580	368
P38398	Q0VDF9	1	697	184
P35579	Q05086	1	903	486
P31751	P42338	1	771	885
P01130	P11021	1	310	1029
P10415	Q14145	1	799	65
P00734	P02768	1	900	71
P36955	Q96AD5	1	431	137
P10599	Q01860	1	928	776
P30279	P63241	1	889	833
P36956	Q13887	1	433	9
P19320	Q13155	1	85	828
O43597	P07858	1	383	50
P06239	P42229	1	759	614
P35968	P40763	1	77	255
O43524	P04637	1	805	523
P08253	Q99727	1	109	814
P11362	P35222	1	250	459
P24385	Q99612	1	280	775
P10275	Q9UGU0	1	79	639
P03372	P18031	1	12	19
P01100	Q15796	1	757	753
P12821	P50052	1	199	141
P09874	Q16656	1	962	868
P28335	Q99808	1	1013	918
Q04206	Q8IXJ6	1	218	259
P29350	P61073	1	942	700
P02751	P21333	1	443	632
P01137	P08253	1	425	109
P02751	Q04206	1	443	218
P00533	P09211	1	435	561
O00233	Q8TD31	1	484	44
P04637	Q13164	1	523	752
P28482	Q9UJ41	1	701	836
P10275	P38398	1	79	697
P36956	P55055	1	433	170
P10451	Q13976	1	684	16
P14780	P17931	1	654	123
P35222	P49715	1	459	633
P03956	P16070	1	593	679
P23443	P45983	1	506	499
P08621	P48634	1	115	894
P11021	P60709	1	1029	243
Q06546	Q14145	1	511	65
P15884	P49768	1	261	1017
P03372	P04637	1	12	523
P42229	P51681	1	614	658
P29350	P35222	1	942	459
P06239	P42336	1	759	887
P10253	P11586	1	569	252
P01275	P14735	1	289	105
P11150	Q07954	1	38	211
O60674	Q14289	1	471	883
Q04724	Q96EB6	1	372	86
P35568	Q14449	1	886	643
O60674	P61073	1	471	700
P25490	Q16236	1	646	426
P24530	P25098	1	439	323
P01011	P08246	1	138	864
P00533	Q9Y2R2	1	435	212
P48634	Q9H8Y8	1	894	993
P21333	P27986	1	632	122
Q92731	Q9UBK2	1	422	520
P19838	Q14449	1	635	643
P26367	P40424	1	781	641
P38398	Q96LR5	1	697	430
A1YPR0	P36956	1	653	433
P01106	Q9NQB0	1	756	792
P04637	P42345	1	523	920
P13569	Q13976	1	166	16
P14136	P31749	1	629	0
P02751	P08185	1	443	22
P05067	P09917	1	350	713
P01106	P17752	1	756	60
P35520	Q00613	1	17	388
P09466	Q96LR5	1	234	430
P21980	Q96KP4	1	278	335
P00734	P02751	1	900	443
P05067	P07741	1	350	938
P15692	Q16665	1	282	1035
P02647	Q8WTV0	1	985	136
P06307	P16870	1	609	1025
P06213	Q15796	1	168	753
P29353	P51692	1	939	937
O60603	P04839	1	359	113
P02768	Q9BZS1	1	71	528
P02647	P04180	1	985	385
P56945	Q16539	1	732	969
P29353	Q9Y4H2	1	939	167
P17676	P38398	1	1003	697
P04637	P09936	1	523	613
P22415	P36956	1	907	433
P29353	P49327	1	939	606
P28799	Q9NTG7	1	271	676
P01160	P06702	1	1014	803
P11021	Q9HD89	1	1029	285
P02751	P09211	1	443	561
P02751	P21980	1	443	278
P48357	Q99608	1	366	70
P00533	Q9UBQ5	1	435	749
P46108	Q9NYB0	1	879	1004
P09429	P23946	1	542	902
P01033	P08254	1	735	108
P08887	P40189	1	195	714
P13569	P48048	1	166	363
P24666	P29323	1	784	978
P27986	Q9Y2I1	1	122	859
P10599	P17931	1	928	123
P49715	Q16513	1	633	540
P04083	P21980	1	580	278
P35232	P55327	1	746	403
P09486	Q14790	1	648	69
Q5VUA4	Q68CZ1	1	837	4
O15357	P10275	1	1012	79
O75475	P62995	1	1019	299
P10912	P18031	1	254	19
P28482	Q08499	1	701	227
O14654	P04637	1	216	523
P02675	P02679	1	877	880
O60674	P40189	1	471	714
P26441	Q05084	1	666	494
P26358	P40763	1	941	255
P00441	P63241	1	479	833
P10275	P35232	1	79	746
Q92574	Q9P104	1	14	892
P10644	Q13322	1	327	961
P16220	P38398	1	601	697
P02751	Q9UBQ5	1	443	749
Q01860	Q8N163	1	776	67
Q05639	Q49AN0	1	370	193
P08571	P20333	1	75	946
P01106	P10415	1	756	799
P00797	P01019	1	588	134
O60674	P31785	1	471	934
P10253	P14598	1	569	567
O15357	P29353	1	1012	939
O95477	P52732	1	881	508
O00330	Q13562	1	224	161
P25445	P62834	1	570	983
P03372	P35232	1	12	746
P08246	Q07954	1	864	211
P01106	Q9BX66	1	756	128
O60779	P28335	1	298	1013
P14210	P38398	1	726	697
P01100	Q92945	1	757	53
P04637	Q99612	1	523	775
P60709	Q9NYA1	1	243	328
P08069	Q9P104	1	284	892
P00734	P07996	1	900	381
O00763	P54646	1	92	222
P45844	Q9H222	1	8	910
P13726	P55085	1	466	737
P05067	P11245	1	350	599
P35579	Q14457	1	903	306
P07585	P07996	1	690	381
P07711	P17936	1	56	124
P06239	P43628	1	759	143
P10599	P29350	1	928	942
P25098	P30411	1	323	473
P63104	Q13131	1	399	497
Q14790	Q9BY76	1	69	139
P11021	Q9UKU9	1	1029	973
O43524	P28482	1	805	701
P10451	P14416	1	684	452
P00747	P10645	1	510	214
P05106	P21980	1	229	278
Q06210	Q07954	1	865	211
P08603	P11215	1	1032	532
O15120	Q9H221	1	415	519
P35625	P78536	1	755	619
P00450	P02647	1	764	985
P05109	P19320	1	220	85
P19367	Q03135	1	988	917
P04150	Q92932	1	630	135
P05783	P19320	1	107	85
O60603	P01137	1	359	425
P01106	Q96EB6	1	756	86
P11166	P41597	1	734	955
Q12772	Q9Y5U4	1	589	622
P01106	Q9H568	1	756	657
O43524	P04179	1	805	27
O60266	P49286	1	347	145
O43524	P63104	1	805	399
O14654	P63104	1	216	399
P54274	Q15796	1	2	753
Q03181	Q04206	1	326	218
P08571	P16671	1	75	521
Q14790	Q16539	1	69	969
P03372	P05090	1	12	207
P00533	P52789	1	435	895
P05109	Q6VAB6	1	220	723
P54259	Q9NWB1	1	487	80
P09382	Q9Y286	1	904	651
P25391	P98160	1	501	179
P27708	Q9HC29	1	302	789
P19838	Q04206	1	635	218
P25490	Q06546	1	646	511
P27708	Q13322	1	302	961
P05067	P22415	1	350	907
P00441	P02545	1	479	58
Q01959	Q16623	1	558	914
O00206	P08571	1	187	75
O95865	P02751	1	839	443
O15118	Q03135	1	235	917
P18887	Q9UJU5	1	84	586
P15104	Q03181	1	322	326
P34741	Q06141	1	351	927
P04637	Q8WTS6	1	523	189
P01308	P07585	1	321	690
P01137	P07996	1	425	381
P00441	P30405	1	479	311
Q05639	Q9NVC3	1	370	191
O60603	P42229	1	359	614
P00533	P19438	1	435	354
P03372	P21333	1	12	632
P04083	P63104	1	580	399
O00327	P35869	1	957	554
P18510	Q9NYB0	1	210	1004
P05362	Q9UBQ5	1	297	749
P03372	Q05513	1	12	685
P09874	P10451	1	962	684
P29353	Q07954	1	939	211
O15516	Q92831	1	127	708
P04035	Q96T55	1	151	831
Q16849	Q9UBQ5	1	963	749
O76024	P55085	1	505	737
P42772	P61371	1	481	716
P60709	Q96EB6	1	243	86
P03372	P22415	1	12	907
P04049	P55211	1	200	672
P29353	Q13085	1	939	198
P00734	P01042	1	900	566
P03372	P10275	1	12	79
P09601	P31749	1	551	0
P05067	P35558	1	350	463
P00533	P10644	1	435	327
O75475	P17096	1	1019	454
P15172	Q92831	1	966	708
P31751	Q687X5	1	771	1018
P19320	P28072	1	85	824
P54259	Q04724	1	487	372
P37231	P51843	1	344	436
P04049	Q13976	1	200	16
P04626	Q9Y251	1	223	1008
P09486	P43235	1	648	689
P04049	P35232	1	200	746
P00533	P10599	1	435	928
P00734	P02679	1	900	880
P10809	P13569	1	668	166
P13498	P50416	1	140	585
P04150	P45983	1	630	499
P04626	Q00325	1	223	830
P05783	Q8NFJ9	1	107	791
P08246	P12259	1	864	514
O60674	P10912	1	471	254
P01106	P08621	1	756	115
P54646	Q9Y478	1	222	3
O95819	P38398	1	878	697
P27986	P35222	1	122	459
P42345	P62834	1	920	983
P48507	Q9NQA5	1	490	418
A5A3E0	Q96JE7	1	678	485
P26651	Q16665	1	531	1035
P00533	P05107	1	435	230
P02545	Q00613	1	58	388
P06401	P28482	1	157	701
P01106	P06401	1	756	157
P05067	Q9BXG8	1	350	977
P31749	Q07817	1	0	989
P19838	Q96EB6	1	635	86
P06213	Q9Y4H2	1	168	167
P04406	P07550	1	438	846
P24530	Q03135	1	439	917
Q01469	Q9Y478	1	896	3
Q04206	Q04724	1	218	372
P00533	Q9UKG1	1	435	147
P04626	Q6FHJ7	1	223	470
P35232	P63104	1	746	399
P06213	P10586	1	168	640
P10809	P10909	1	668	986
P02751	P35555	1	443	457
P19838	Q15672	1	635	562
P28482	P51812	1	701	825
O00255	P19544	1	800	434
P15172	P49918	1	966	244
O95477	Q9UQ26	1	881	677
P10275	Q05086	1	79	486
P03372	P17676	1	12	1003
P08183	P17931	1	24	123
P11021	P25054	1	1029	626
Q15796	Q92831	1	753	708
O43524	P03372	1	805	12
P01033	P08253	1	735	109
P10415	Q9Y4H2	1	799	167
P02655	P02768	1	257	71
P25942	P27986	1	705	122
P05067	Q96F15	1	350	262
P03372	Q96EB6	1	12	86
O14543	P06239	1	362	759
P28482	Q9H8Y8	1	701	993
P09211	P19320	1	561	85
P02649	P07858	1	87	50
P02766	P98160	1	78	179
P10275	Q04206	1	79	218
P02647	P04114	1	985	744
O00631	Q06124	1	773	660
P25098	P51681	1	323	658
P05067	P41597	1	350	955
Q99608	Q9UBK2	1	70	520
P04406	P51451	1	438	159
P28482	P47712	1	701	368
P16220	Q99958	1	601	320
P04150	P49715	1	630	633
P27986	P40763	1	122	255
P10586	P56945	1	640	732
O75787	P35348	1	890	595
P01185	Q29983	1	1002	797
P18859	Q01469	1	242	896
P11473	P55055	1	420	170
P09038	P21964	1	460	428
P15884	P21333	1	261	632
P00441	Q15796	1	479	753
Q99873	Q99932	1	884	29
Q04206	Q9HC29	1	218	789
P07996	P78504	1	381	850
P00441	P15121	1	479	82
P02771	P42574	1	821	1033
P00533	P17096	1	435	454
P01106	Q00325	1	756	830
Q8IW75	Q9NWB1	1	655	80
P27540	Q16665	1	461	1035
P49327	P60484	1	606	153
O15055	P04637	1	495	523
P25490	P54274	1	646	2
P10275	P15884	1	79	261
P05019	P08833	1	645	817
P02647	P07711	1	985	56
P08069	P10912	1	284	254
P29475	Q16849	1	413	963
P09211	Q99683	1	561	810
P07550	Q9H7Z7	1	846	662
P02751	Q06141	1	443	927
P02751	Q13155	1	443	828
P10275	P60709	1	79	243
P09601	P54274	1	551	2
Q16539	Q9HC29	1	969	789
P00533	P27986	1	435	122
P01024	P41235	1	998	642
O15455	P41240	1	710	353
P01116	P05067	1	1028	350
P10809	P19838	1	668	635
Q03135	Q07954	1	917	211
O14654	P27986	1	216	122
P00734	P35638	1	900	1021
P31749	P42574	1	0	1033
P04626	P08069	1	223	284
P02751	P15559	1	443	155
P11362	P27986	1	250	122
Q09013	Q16082	1	176	638
P04637	P15884	1	523	261
P10599	P42574	1	928	1033
Q04206	Q96RI1	1	218	649
P07858	P56945	1	50	732
P01106	P60709	1	756	243
O60494	P11684	1	926	763
P01042	P25774	1	566	175
P02649	P04180	1	87	385
P49327	Q96EB6	1	606	86
P42338	Q92565	1	885	329
P08183	Q03135	1	24	917
P10451	P16615	1	684	970
P17096	P20823	1	454	550
P11021	Q96EB6	1	1029	86
P05067	P13725	1	350	778
P04150	P09429	1	630	542
P31749	Q01362	1	0	450
P09038	P22455	1	460	841
P41235	P56524	1	642	644
P61371	Q04206	1	716	218
P10909	Q07812	1	986	987
P08621	Q04206	1	115	218
P25490	Q15672	1	646	562
P29353	P41252	1	939	51
P27986	Q99836	1	122	1016
P32245	Q96G30	1	581	845
P18031	Q9UBM7	1	19	637
P42345	Q96EB6	1	920	86
P00734	P02760	1	900	74
O75787	P43220	1	890	616
P09917	Q04206	1	713	218
Q15109	Q99836	1	437	1016
P35579	P54274	1	903	2
P30613	Q05639	1	23	370
O00329	P48736	1	967	300
O75056	P34741	1	45	351
P01009	P34741	1	442	351
P13807	Q04446	1	908	984
P04049	P30556	1	200	477
P02647	P10451	1	985	684
P08709	P13726	1	446	466
P55789	Q15796	1	59	753
P00441	P07741	1	479	938
P18859	P51451	1	242	159
Q49AN0	Q9H3M7	1	193	129
P42229	Q92731	1	614	422
P07148	Q07869	1	18	1024
P10415	Q07869	1	799	1024
P31749	Q13541	1	0	281
P01375	P02545	1	237	58
P10275	P60484	1	79	153
P05107	Q14773	1	230	948
P02751	P09429	1	443	542
P06213	P07550	1	168	846
P40763	Q6EEV6	1	255	597
P01106	P10809	1	756	668
P27708	Q04206	1	302	218
Q01813	Q9Y478	1	380	3
P11498	P27708	1	402	302
P05067	Q15831	1	350	768
P06239	Q06124	1	759	660
P04637	Q15796	1	523	753
P00533	P15104	1	435	322
Q8WUD6	Q96G97	1	1027	783
P06213	P29353	1	168	939
P26358	P49758	1	941	747
O00327	Q9UJ41	1	957	836
P04114	Q9H244	1	744	54
P35228	P49327	1	465	606
P00747	P14780	1	510	654
P03372	P09874	1	12	962
P19838	Q13887	1	635	9
Q05639	Q9H8Y8	1	370	993
P01100	P47712	1	757	368
P21980	Q15796	1	278	753
P04201	P04626	1	10	223
O43597	P04049	1	383	200
P04637	P41235	1	523	642
Q06210	Q92945	1	865	53
P00505	Q9H1Y0	1	276	96
P17676	P56524	1	1003	644
P28482	Q08752	1	701	417
P08069	Q9NRF2	1	284	405
P09486	P15692	1	648	282
P19440	P43490	1	525	427
O15553	Q14457	1	400	306
P07996	P16671	1	381	521
A5A3E0	P00813	1	678	603
P02741	P02751	1	730	443
P19634	Q8NAU1	1	72	503
P23560	Q16620	1	860	915
P07550	P08887	1	846	195
Q14145	Q8IUH3	1	65	712
P14735	Q9BYX4	1	105	52
Q16082	Q92736	1	638	325
O00141	P41252	1	15	51
O15516	Q10586	1	127	478
Q9BQE4	Q9BQE4	1	856	856
P01034	P07711	1	736	56
O43524	Q15796	1	805	753
P60709	Q05086	1	243	486
P15884	Q13562	1	261	161
O75469	Q13164	1	293	752
P00734	P55085	1	900	737
P01100	Q96EB6	1	757	86
P18850	P25490	1	248	646
P11021	Q13131	1	1029	497
P01303	P27487	1	316	919
P01031	P21730	1	118	120
P10912	P27986	1	254	122
P05067	P05451	1	350	1022
P01106	Q16236	1	756	426
P00734	P10451	1	900	684
P10275	P17936	1	79	124
P08246	P55085	1	864	737
O60603	Q99836	1	359	1016
P09936	Q9NYB0	1	613	1004
O60682	P15884	1	729	261
P01100	Q15672	1	757	562
P49327	Q13322	1	606	961
P04083	P30613	1	580	23
P08246	P10809	1	864	668
Q04206	Q05513	1	218	685
P45984	Q07817	1	496	989
P60709	Q9BY76	1	243	139
P31749	Q13322	1	0	961
Q14790	Q96RI1	1	69	649
P00533	P28799	1	435	271
P29353	P60568	1	939	292
Q16654	Q9UBK2	1	869	520
P42574	Q14790	1	1033	69
P12004	P18887	1	1031	84
P04637	P16220	1	523	601
P03372	P36956	1	12	433
P09874	P49715	1	962	633
P18850	Q16539	1	248	969
P04637	P60709	1	523	243
O96008	P25391	1	358	501
P01100	P11473	1	757	420
P16220	P52926	1	601	698
P55017	P60709	1	28	243
O00763	Q01860	1	92	776
P05067	P20062	1	350	785
O75436	P19838	1	667	635
P04637	P07384	1	523	964
Q8N163	Q8N6T7	1	67	186
P04637	P21333	1	523	632
P14780	P29323	1	654	978
P05067	Q9Y5Z0	1	350	365
P00533	P09936	1	435	613
P04150	Q9UBC0	1	630	769
P04083	P60709	1	580	243
P02792	P49286	1	575	145
P10909	Q96QG7	1	986	386
P10599	P63104	1	928	399
P04406	P35228	1	438	465
P15884	P17542	1	261	829
O14793	O43524	1	982	805
P12955	Q96KP4	1	958	335
P22455	Q06124	1	841	660
P10145	P13501	1	625	871
O15524	Q06124	1	647	660
P04637	P30405	1	523	311
O43741	Q06210	1	621	865
P08621	P11586	1	115	252
O14654	P08069	1	216	284
P01308	P04792	1	321	628
P00533	P41252	1	435	51
P02751	P35232	1	443	746
P01024	P08603	1	998	1032
P05067	P63104	1	350	399
P10275	P19838	1	79	635
P05067	Q9UQK1	1	350	533
P29353	P42229	1	939	614
P01160	P16066	1	1014	952
P08254	P10451	1	108	684
O43474	P05067	1	398	350
P10586	P19838	1	640	635
O43741	P15884	1	621	261
P09067	Q8WYA6	1	854	130
P31751	P41240	1	771	353
P21333	Q03135	1	632	917
O15455	Q15311	1	710	801
P18847	P19838	1	545	635
P00533	P25445	1	435	570
P35414	Q9NYP7	1	188	440
P27487	P48061	1	919	121
P35348	Q8NHX9	1	595	33
P35228	Q15008	1	465	89
P26358	Q92831	1	941	708
P00533	Q07954	1	435	211
P19838	Q13085	1	635	198
P05067	P35579	1	350	903
P07477	P19838	1	416	635
P01011	P12259	1	138	514
P23443	P45984	1	506	496
P27708	Q01860	1	302	776
O15524	P46108	1	647	879
P25054	Q12772	1	626	589
P05067	Q16517	1	350	309
O15055	O15534	1	495	598
P03372	P42229	1	12	614
P20823	Q04724	1	550	372
Q15796	Q9BX66	1	753	128
O75436	P02675	1	667	877
P51587	Q13315	1	146	691
Q01469	Q01860	1	896	776
P35222	Q6VAB6	1	459	723
P05067	Q5EB52	1	350	7
P07550	Q99685	1	846	807
P02760	P42336	1	74	887
P10275	P41252	1	79	51
P05106	P08514	1	229	738
P15172	Q8WTS6	1	966	189
P08913	P25098	1	378	323
P35222	Q05086	1	459	486
P00533	P07741	1	435	938
P14859	P16220	1	680	601
P01375	P07585	1	237	690
P07384	P19320	1	964	85
O75840	P05067	1	57	350
P31751	P35326	1	771	253
Q15796	Q86TI0	1	753	862
P16070	P35579	1	679	903
P10415	Q8N5K1	1	799	935
P05107	P20702	1	230	526
P31749	P62937	1	0	991
P01308	P08069	1	321	284
P16410	P42229	1	504	614
Q05513	Q07812	1	685	987
P08069	P17936	1	284	124
P02647	P18428	1	985	429
P24666	Q9UNI6	1	784	476
P04626	P27986	1	223	122
P01106	P09067	1	756	854
P35326	P46108	1	253	879
P03372	P27708	1	12	302
O60674	Q9Y4H2	1	471	167
P08571	P08637	1	75	423
P04637	P28482	1	523	701
P21333	P60709	1	632	243
P35638	Q7Z5J4	1	1021	665
P08514	P21333	1	738	632
P13807	P54646	1	908	222
O43741	P54646	1	621	222
P60709	Q92574	1	243	14
P51692	Q06124	1	937	660
P31751	Q15118	1	771	724
O95433	P02786	1	798	832
P04216	P11215	1	669	532
P25490	Q99873	1	646	884
O60494	Q07954	1	926	211
Q14191	Q96EB6	1	842	86
O94808	Q8N6T7	1	517	186
P41252	Q13322	1	51	961
O15357	P27986	1	1012	122
P01375	P04792	1	237	628
P10809	P35222	1	668	459
P07203	P07203	1	407	407
P18850	P19438	1	248	354
P02795	P04278	1	577	32
P45983	P46108	1	499	879
P01589	P60568	1	720	292
P00734	P08514	1	900	738
P11021	Q14790	1	1029	69
O00206	P11226	1	187	812
P15121	Q01469	1	82	896
P35579	Q86VB7	1	903	818
O94808	Q07954	1	517	211
O14654	Q06124	1	216	660
P27986	Q14118	1	122	944
P10145	P13236	1	625	489
O00515	P05067	1	719	350
P00533	P42229	1	435	614
P01375	Q16082	1	237	638
P49146	Q13315	1	169	691
P31749	Q8N6T7	1	0	186
P11362	P29353	1	250	939
P02768	P08603	1	71	1032
P09429	P17676	1	542	1003
P25098	Q13085	1	323	198
P01011	P05067	1	138	350
P04150	P06239	1	630	759
P35222	Q9BZK7	1	459	745
O60603	P61073	1	359	700
P27986	P49768	1	122	1017
P14859	Q16881	1	680	608
P10275	P40763	1	79	255
P35222	Q16665	1	459	1035
P31749	P38398	1	0	697
P14174	Q04446	1	492	984
P02741	P25391	1	730	501
Q92945	Q9NQ94	1	53	536
P02751	P63104	1	443	399
O00763	P60484	1	92	153
P01282	P27487	1	656	919
P42336	P46108	1	887	879
P09874	P51587	1	962	146
P38398	P60900	1	697	1026
P29353	P35579	1	939	903
P45983	Q00613	1	499	388
P00747	P60709	1	510	243
P12004	Q9UIF7	1	1031	767
P00533	Q99608	1	435	70
P05067	P31751	1	350	771
P02771	P51681	1	821	658
Q15714	Q9Y5K6	1	674	132
P05067	Q8N5K1	1	350	935
P11021	Q07954	1	1029	211
P09429	P42574	1	542	1033
Q8TD31	Q9UJ41	1	44	836
P02647	P41235	1	985	642
Q86YN6	Q9Y261	1	208	849
P06702	P29353	1	803	939
P03372	P62937	1	12	991
P02778	P49682	1	820	790
P25490	P36956	1	646	433
O60494	P02768	1	926	71
P49327	Q06124	1	606	660
P40763	Q969D9	1	255	1010
O96008	Q00325	1	358	830
Q07869	Q14693	1	1024	979
Q9NP66	Q9UJ41	1	815	836
P52926	Q04206	1	698	218
P52757	P63241	1	26	833
P54259	Q14790	1	487	69
P55055	Q86YN6	1	170	208
P02545	Q8N6T7	1	58	186
O14543	P40189	1	362	714
P04278	P25311	1	32	748
P13501	P27986	1	871	122
P68371	Q01860	1	375	776
P17936	P24385	1	124	280
Q14457	Q9H1Y0	1	306	96
P07477	Q06124	1	416	660
P02741	P08603	1	730	1032
P09874	P15559	1	962	155
P02545	P12821	1	58	199
P19544	Q92748	1	434	711
P19320	P49327	1	85	606
Q15008	Q9Y478	1	89	3
P08253	P48061	1	109	121
P45983	P49715	1	499	633
P02647	P02652	1	985	256
P28799	P34810	1	271	584
O14686	P35222	1	596	459
P10912	Q13322	1	254	961
