Index	Uniprot_ID	Protein_names	Length	Organism_ID	Gene_name	Subcellular_location	GO(CC)	Tissue_specificity	GeneID	PDB	Degree	mean_score_top_10_pred
28	P55017	Solute carrier family 12 member 3 (Na-Cl cotransporter) (NCC) (Na-Cl symporter) (Thiazide-sensitive sodium-chloride cotransporter)	1021	9606	SLC12A3	Cell membrane {ECO:0000269|PubMed:22009145}; Multi-pass membrane protein.	apical plasma membrane [GO:0016324]; cell [GO:0005623]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]	Predominantly expressed in kidney (PubMed:8812482). Not detected in normal aorta, but abundantly expressed in fatty streaks and advanced atherosclerotic lesions (at protein level) (PubMed:26099046). {ECO:0000269|PubMed:26099046, ECO:0000269|PubMed:8812482}.	6559;	NA;	1	0.6976095497608185
29	Q99932	Sperm-associated antigen 8 (HSD-1) (Sperm membrane protein 1) (SMP-1) (Sperm membrane protein BS-84)	485	9606	SPAG8	Cytoplasm {ECO:0000250|UniProtKB:Q3V0Q6}. Nucleus {ECO:0000250|UniProtKB:Q3V0Q6}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:15014887, ECO:0000269|PubMed:17187156, ECO:0000269|PubMed:8788182}. Cytoplasm, cytoskeleton, microtubule organizing center {ECO:0000269|PubMed:19548270}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:19548270}. Note=In mature sperm cells, detected in the acrosomal region of the head and in the middle piece of the tail (By similarity). Localized to the nucleus and cytoplasm of spermatocytes and round spermatids while, in elongating spermatids, expressed in the cytoplasm but not in the nucleus (By similarity). During the cell cycle, localized on the microtubule-organizing center (MTOC) during prophase. In metaphase, extends along spindle microtubules. In anaphase, detected on the astral microtubules and mid-zone. In telophase, remains at the mid-zone. After cytokinesis, returns to the MTOC (PubMed:19548270). {ECO:0000250|UniProtKB:Q3V0Q6, ECO:0000269|PubMed:19548270}.	acrosomal vesicle [GO:0001669]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nucleus [GO:0005634]; spindle [GO:0005819]	Expressed in testis (germ cells), but not in liver, kidney, prostate and small intestine. {ECO:0000269|PubMed:8788182}.	26206;	NA;	2	0.7182393610477448
30	Q9Y6Q6	Tumor necrosis factor receptor superfamily member 11A (Osteoclast differentiation factor receptor) (ODFR) (Receptor activator of NF-KB) (CD antigen CD265)	616	9606	TNFRSF11A	[Isoform 1]: Cell membrane {ECO:0000269|PubMed:23664977}; Single-pass type I membrane protein {ECO:0000269|PubMed:23664977}.; [Isoform RANK-e5a]: Cell membrane {ECO:0000269|PubMed:23664977}; Single-pass type I membrane protein {ECO:0000269|PubMed:23664977}.	cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	Ubiquitous expression with high levels in skeletal muscle, thymus, liver, colon, small intestine and adrenal gland.	8792;	1LB5;	1	0.6824192821979522
31	P37288	Vasopressin V1a receptor (V1aR) (AVPR V1a) (Antidiuretic hormone receptor 1a) (Vascular/hepatic-type arginine vasopressin receptor)	418	9606	AVPR1A	Cell membrane; Multi-pass membrane protein.	cell [GO:0005623]; endocytic vesicle [GO:0030139]; endosome [GO:0005768]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]		552;	1YTV;	3	0.6619729399681091
32	P04278	Sex hormone-binding globulin (SHBG) (Sex steroid-binding protein) (SBP) (Testis-specific androgen-binding protein) (ABP) (Testosterone-estradiol-binding globulin) (TeBG) (Testosterone-estrogen-binding globulin)	402	9606	SHBG	Secreted {ECO:0000250}. Note=In testis, it is synthesized by the Sertoli cells, secreted into the lumen of the seminiferous tubule and transported to the epididymis. {ECO:0000250}.	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]	Isoform 1 and isoform 2 are present in liver and testis.	6462;	1D2S;1F5F;1KDK;1KDM;1LHN;1LHO;1LHU;1LHV;1LHW;6PYA;6PYB;6PYF;	9	0.755714225769043
33	Q8NHX9	Two pore calcium channel protein 2 (Voltage-dependent calcium channel protein TPC2)	752	9606	TPCN2	Lysosome membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Note=Only the acidic lysosomal fraction is sensitive to NAADP. {ECO:0000250}.	cell [GO:0005623]; endosome membrane [GO:0010008]; integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]	Widely expressed. Expressed at high level in liver and kidney. {ECO:0000269|PubMed:19387438}.	219931;	6NQ0;6NQ1;6NQ2;	4	0.8078490734100342
34	P01903	HLA class II histocompatibility antigen, DR alpha chain (MHC class II antigen DRA)	254	9606	HLA-DRA	Cell membrane; Single-pass type I membrane protein. Endoplasmic reticulum membrane; Single-pass type I membrane protein. Golgi apparatus, trans-Golgi network membrane; Single-pass type I membrane protein. Endosome membrane; Single-pass type I membrane protein. Lysosome membrane; Single-pass type I membrane protein. Late endosome membrane; Single-pass type I membrane protein. Note=The MHC class II complex transits through a number of intracellular compartments in the endocytic pathway until it reaches the cell membrane for antigen presentation.	cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; ER to Golgi transport vesicle membrane [GO:0012507]; extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; integral component of lumenal side of endoplasmic reticulum membrane [GO:0071556]; integral component of plasma membrane [GO:0005887]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; MHC class II protein complex [GO:0042613]; plasma membrane [GO:0005886]; trans-Golgi network membrane [GO:0032588]; transport vesicle membrane [GO:0030658]		3122;	1A6A;1AQD;1BX2;1D5M;1D5X;1D5Z;1D6E;1DLH;1FV1;1FYT;1H15;1HQR;1HXY;1J8H;1JWM;1JWS;1JWU;1KG0;1KLG;1KLU;1LO5;1PYW;1R5I;1SEB;1SJE;1SJH;1T5W;1T5X;1YMM;1ZGL;2FSE;2G9H;2IAM;2IAN;2ICW;2IPK;2OJE;2Q6W;2SEB;2WBJ;2XN9;3C5J;3L6F;3O6F;3PDO;3PGC;3PGD;3QXA;3QXD;3S4S;3S5L;3T0E;4AEN;4AH2;4C56;4E41;4FQX;4GBX;4H1L;4H25;4H26;4I5B;4IS6;4MCY;4MCZ;4MD0;4MD4;4MD5;4MDI;4MDJ;4OV5;4X5W;4X5X;4Y19;4Y1A;5JLZ;5LAX;5NI9;5NIG;5V4M;5V4N;6ATF;6ATI;6ATZ;6BIJ;6BIL;6BIN;6BIR;6BIV;6BIX;6BIY;6BIZ;6CPL;6CPN;6CPO;6CQJ;6CQL;6CQN;6CQQ;6CQR;6NIX;	4	0.7376058161258697
35	Q14242	P-selectin glycoprotein ligand 1 (PSGL-1) (Selectin P ligand) (CD antigen CD162)	412	9606	SELPLG	Membrane; Single-pass type I membrane protein.	integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; uropod [GO:0001931]	Expressed on neutrophils, monocytes and most lymphocytes.	6404;	1G1S;	4	0.743999594449997
36	Q5VWK5	Interleukin-23 receptor (IL-23 receptor) (IL-23R)	629	9606	IL23R	Cell membrane {ECO:0000269|PubMed:12023369}; Single-pass type I membrane protein {ECO:0000269|PubMed:12023369}.	external side of plasma membrane [GO:0009897]; interleukin-23 receptor complex [GO:0072536]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]	Expressed by monocytes, Th1, Th0, NK and dendritic cells. Isoform 1 is specifically expressed in NK cells. {ECO:0000269|PubMed:12023369, ECO:0000269|PubMed:16372191}.	149233;	5MZV;	4	0.706940096616745
37	P00918	Carbonic anhydrase 2 (EC 4.2.1.1) (Carbonate dehydratase II) (Carbonic anhydrase C) (CAC) (Carbonic anhydrase II) (CA-II)	260	9606	CA2	Cytoplasm {ECO:0000269|PubMed:15990874}. Cell membrane {ECO:0000269|PubMed:15990874}. Note=Colocalized with SLC26A6 at the surface of the cell membrane in order to form a bicarbonate transport metabolon. Displaced from the cytosolic surface of the cell membrane by PKC in phorbol myristate acetate (PMA)-induced cells.	apical part of cell [GO:0045177]; axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; cell [GO:0005623]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; microvillus [GO:0005902]; myelin sheath [GO:0043209]; plasma membrane [GO:0005886]		760;	12CA;1A42;1AM6;1AVN;1BCD;1BIC;1BN1;1BN3;1BN4;1BNM;1BNN;1BNQ;1BNT;1BNU;1BNV;1BNW;1BV3;1CA2;1CA3;1CAH;1CAI;1CAJ;1CAK;1CAL;1CAM;1CAN;1CAO;1CAY;1CAZ;1CCS;1CCT;1CCU;1CIL;1CIM;1CIN;1CNB;1CNC;1CNG;1CNH;1CNI;1CNJ;1CNK;1CNW;1CNX;1CNY;1CRA;1CVA;1CVB;1CVC;1CVD;1CVE;1CVF;1CVH;1DCA;1DCB;1EOU;1F2W;1FQL;1FQM;1FQN;1FQR;1FR4;1FR7;1FSN;1FSQ;1FSR;1G0E;1G0F;1G1D;1G3Z;1G45;1G46;1G48;1G4J;1G4O;1G52;1G53;1G54;1H4N;1H9N;1H9Q;1HCA;1HEA;1HEB;1HEC;1HED;1HVA;1I8Z;1I90;1I91;1I9L;1I9M;1I9N;1I9O;1I9P;1I9Q;1IF4;1IF5;1IF6;1IF7;1IF8;1IF9;1KWQ;1KWR;1LG5;1LG6;1LGD;1LUG;1LZV;1MOO;1MUA;1OKL;1OKM;1OKN;1OQ5;1RAY;1RAZ;1RZA;1RZB;1RZC;1RZD;1RZE;1T9N;1TB0;1TBT;1TE3;1TEQ;1TEU;1TG3;1TG9;1TH9;1THK;1TTM;1UGA;1UGB;1UGC;1UGD;1UGE;1UGF;1UGG;1XEG;1XEV;1XPZ;1XQ0;1YDA;1YDB;1YDC;1YDD;1YO0;1YO1;1YO2;1Z9Y;1ZE8;1ZFK;1ZFQ;1ZGE;1ZGF;1ZH9;1ZSA;1ZSB;1ZSC;2ABE;2AW1;2AX2;2CA2;2CBA;2CBB;2CBC;2CBD;2CBE;2EU2;2EU3;2EZ7;2F14;2FMG;2FMZ;2FNK;2FNM;2FNN;2FOQ;2FOS;2FOU;2FOV;2GD8;2GEH;2H15;2H4N;2HD6;2HKK;2HL4;2HNC;2HOC;2ILI;2NNG;2NNO;2NNS;2NNV;2NWO;2NWP;2NWY;2NWZ;2NXR;2NXS;2NXT;2O4Z;2OSF;2OSM;2POU;2POV;2POW;2Q1B;2Q1Q;2Q38;2QO8;2QOA;2QP6;2VVA;2VVB;2WD2;2WD3;2WEG;2WEH;2WEJ;2WEO;2X7S;2X7T;2X7U;3B4F;3BET;3BL0;3BL1;3C7P;3CA2;3CAJ;3CYU;3D8W;3D92;3D93;3D9Z;3DAZ;3DBU;3DC3;3DC9;3DCC;3DCS;3DCW;3DD0;3DD8;3DV7;3DVB;3DVC;3DVD;3EFI;3EFT;3F4X;3F8E;3FFP;3GZ0;3HFP;3HKN;3HKQ;3HKT;3HKU;3HLJ;3HS4;3IBI;3IBL;3IBN;3IBU;3IEO;3IGP;3K2F;3K34;3K7K;3KIG;3KKX;3KNE;3KOI;3KOK;3KON;3KS3;3KWA;3L14;3M04;3M14;3M1J;3M1K;3M1Q;3M1W;3M2N;3M2X;3M2Y;3M2Z;3M3X;3M40;3M5E;3M5S;3M5T;3M67;3M96;3M98;3MHC;3MHI;3MHL;3MHM;3MHO;3ML2;3MMF;3MNA;3MNH;3MNI;3MNJ;3MNK;3MNU;3MWO;3MYQ;3MZC;3N0N;3N2P;3N3J;3N4B;3NB5;3NI5;3NJ9;3OIK;3OIL;3OIM;3OKU;3OKV;3OY0;3OYQ;3OYS;3P3H;3P3J;3P44;3P4V;3P55;3P58;3P5A;3P5L;3PJJ;3PO6;3PYK;3QYK;3R16;3R17;3RG3;3RG4;3RGE;3RJ7;3RLD;3RYJ;3RYV;3RYX;3RYY;3RYZ;3RZ0;3RZ1;3RZ5;3RZ7;3RZ8;3S71;3S72;3S73;3S74;3S75;3S76;3S77;3S78;3S8X;3S9T;3SAP;3SAX;3SBH;3SBI;3T5U;3T5Z;3T82;3T83;3T84;3T85;3TMJ;3TVN;3TVO;3U3A;3U45;3U47;3U7C;3V2J;3V2M;3V3F;3V3G;3V3H;3V3I;3V3J;3V5G;3V7X;3VBD;3ZP9;4BCW;4BF1;4BF6;4CA2;4CAC;4CQ0;4DZ7;4DZ9;4E3D;4E3F;4E3G;4E3H;4E49;4E4A;4E5Q;4FIK;4FL7;4FPT;4FRC;4FU5;4FVN;4FVO;4G0C;4GL1;4HBA;4HEW;4HEY;4HEZ;4HF3;4HT0;4IDR;4ILX;4ITO;4ITP;4IWZ;4JS6;4JSA;4JSS;4JSW;4JSZ;4K0S;4K0T;4K0Z;4K13;4K1Q;4KAP;4KNI;4KNJ;4KUV;4KUW;4KUY;4KV0;4L5U;4L5V;4L5W;4LHI;4LP6;4M2R;4M2U;4M2V;4M2W;4MDG;4MDL;4MDM;4MLT;4MLX;4MO8;4MTY;4N0X;4N16;4PQ7;4PXX;4PYX;4PYY;4PZH;4Q06;4Q07;4Q08;4Q09;4Q49;4Q6D;4Q6E;4Q78;4Q7P;4Q7S;4Q7V;4Q7W;4Q81;4Q83;4Q87;4Q8X;4Q8Y;4Q8Z;4Q90;4Q99;4Q9Y;4QEF;4QIY;4QJM;4QK1;4QK2;4QK3;4QSA;4QSB;4QSI;4QTL;4QY3;4R59;4R5A;4R5B;4RFC;4RFD;4RH2;4RIU;4RIV;4RN4;4RUX;4RUY;4RUZ;4WL4;4WW6;4XE1;4Y0J;4YGJ;4YGK;4YGL;4YGN;4YVY;4YWP;4YX4;4YXI;4YXO;4YXU;4YYT;4Z0Q;4Z1E;4Z1J;4Z1K;4Z1N;4ZAO;4ZWI;4ZWX;4ZWY;4ZWZ;4ZX0;4ZX1;5A6H;5AMD;5AMG;5AML;5BNL;5BRU;5BRV;5BRW;5BYI;5C8I;5CA2;5CAC;5CLU;5DOG;5DOH;5DRS;5DSK;5DSL;5DSM;5DSO;5DSP;5DSQ;5DSR;5E28;5E2K;5E2R;5E2S;5EH5;5EH7;5EH8;5EHE;5EHV;5EHW;5EIJ;5EKH;5EKJ;5EKM;5EOI;5FDC;5FDI;5FLO;5FLP;5FLQ;5FLR;5FLS;5FLT;5FNG;5FNH;5FNI;5FNJ;5FNK;5FNL;5FNM;5G01;5G03;5G0B;5G0C;5GMN;5J8Z;5JDV;5JE7;5JEG;5JEH;5JEP;5JES;5JG3;5JG5;5JGS;5JGT;5JMZ;5JN1;5JN3;5JN7;5JQ0;5JQT;5L3O;5L6K;5L6T;5L70;5L9E;5LJQ;5LJT;5LL4;5LL8;5LLC;5LLE;5LLG;5LLH;5LMD;5LVS;5M78;5MJN;5N0D;5N0E;5N1R;5N1S;5N24;5N25;5NEA;5NEE;5NXG;5NXI;5NXM;5NXO;5NXP;5NXV;5NXW;5NY1;5NY3;5NY6;5NYA;5O07;5OGN;5OGO;5OGP;5SZ0;5SZ1;5SZ2;5SZ3;5SZ4;5SZ5;5SZ6;5SZ7;5T71;5T72;5T74;5T75;5TFX;5TH4;5THI;5THJ;5THN;5TI0;5TXY;5TY1;5TY8;5TY9;5TYA;5U0D;5U0E;5U0F;5U0G;5ULN;5UMC;5VGY;5W8B;5WEX;5WG7;5WGP;5WLR;5WLT;5WLU;5WLV;5Y2R;5Y2S;5YUI;5YUJ;5YUK;5ZXW;6B4D;6B59;6B5A;6BBS;6BC9;6BCC;6C7W;6C7X;6CA2;6CEH;6CJV;6D1L;6D1M;6E8P;6E8X;6E91;6E92;6EBE;6ECZ;6EDA;6EEA;6EEH;6EEO;6EQU;6FJI;6FJJ;6G3Q;6G6T;6GCY;6GDC;6GM9;6GOT;6GXB;6GXE;6H29;6H2Z;6H33;6H34;6H3Q;6H6S;6HD2;6HQX;6HR3;6HX5;6HXD;6HZX;6I0W;6I1U;6I2F;6I3E;6IC2;6MBV;6MBY;6NLV;6NM0;6ODZ;6OE0;6OE1;6OTI;6OTK;6OTM;6OTO;6OTP;6OTQ;6OUB;6OUD;6OUE;6OUF;6OUH;6OUI;6OUJ;6OUK;6OUM;6PDV;6PEA;6PGX;6Q3O;6Q9T;6QEB;6QL1;6QL2;6QL3;6R6F;6R6J;6RFH;6RG3;6RG4;6RG5;6RH4;6RHJ;6RHK;6RIG;6RIT;6RJJ;6RKN;6RL9;6RM1;6RMP;6RNP;6ROB;6ROE;6RQI;6RRG;6RRI;6RS5;6RSZ;6RVF;6RVK;6RVL;6RW1;6S9G;6S9Z;6SAC;6SAS;6SAY;6SB7;6SBH;6SD7;6SDJ;6U4Q;6U4T;6UGN;6UGO;6UGP;6UGQ;6UGR;6UGZ;6UH0;6UX1;6VJ3;7CA2;8CA2;9CA2;	3	0.7635999619960785
38	P11150	Hepatic triacylglycerol lipase (HL) (Hepatic lipase) (EC 3.1.1.3) (Lipase member C)	499	9606	LIPC	Secreted.	endoplasmic reticulum lumen [GO:0005788]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; high-density lipoprotein particle [GO:0034364]		3990;	NA;	3	0.6603535175323486
39	P06850	Corticoliberin (Corticotropin-releasing factor) (CRF) (Corticotropin-releasing hormone)	196	9606	CRH	Secreted {ECO:0000250|UniProtKB:P06296}.	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; perikaryon [GO:0043204]; synapse [GO:0045202]; varicosity [GO:0043196]	Produced by the hypothalamus and placenta. {ECO:0000269|PubMed:2783917, ECO:0000269|PubMed:3262120}.	1392;	1GO9;1GOE;3EHT;3EHU;6P9X;	1	0.6095222949981689
40	Q00535	Cyclin-dependent-like kinase 5 (EC 2.7.11.1) (Cell division protein kinase 5) (Serine/threonine-protein kinase PSSALRE) (Tau protein kinase II catalytic subunit) (TPKII catalytic subunit)	292	9606	CDK5	[Isoform 1]: Cytoplasm. Cell membrane; Peripheral membrane protein. Perikaryon. Cell projection, lamellipodium {ECO:0000250}. Cell projection, growth cone {ECO:0000250}. Cell junction, synapse, postsynaptic density {ECO:0000250}. Note=In axonal growth cone with extension to the peripheral lamellipodia (By similarity). Under neurotoxic stress and neuronal injury conditions, CDK5R (p35) is cleaved by calpain to generate CDK5R1 (p25) in response to increased intracellular calcium. The elevated level of p25, when in complex with CDK5, leads to its subcellular misallocation as well as its hyperactivation. Colocalizes with CTNND2 in the cell body of neuronal cells, and with CTNNB1 in the cell-cell contacts and plasma membrane of undifferentiated and differentiated neuroblastoma cells. Reversibly attached to the plasma membrane in an inactive form when complexed to dephosphorylated p35 or CDK5R2 (p39), p35 phosphorylation releases this attachment and activates CDK5. {ECO:0000250}.; [Isoform 2]: Nucleus.	axon [GO:0030424]; cell [GO:0005623]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; filopodium [GO:0030175]; glutamatergic synapse [GO:0098978]; growth cone [GO:0030426]; lamellipodium [GO:0030027]; membrane [GO:0016020]; microtubule [GO:0005874]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; presynapse [GO:0098793]; protein kinase 5 complex [GO:0016533]; Schaffer collateral - CA1 synapse [GO:0098685]	Isoform 1 is ubiquitously expressed. Accumulates in cortical neurons (at protein level). Isoform 2 has only been detected in testis, skeletal muscle, colon, bone marrow and ovary. {ECO:0000269|PubMed:17009320, ECO:0000269|PubMed:19693690}.	1020;	1H4L;1LFR;1UNG;1UNH;1UNL;3O0G;4AU8;	13	0.9002665340900421
41	P09471	Guanine nucleotide-binding protein G(o) subunit alpha	354	9606	GNAO1	Cell membrane {ECO:0000250|UniProtKB:P18872}. Membrane {ECO:0000305}; Lipid-anchor {ECO:0000305}.	cell body [GO:0044297]; dendrite [GO:0030425]; heterotrimeric G-protein complex [GO:0005834]; plasma membrane [GO:0005886]		2775;	6FUF;6G79;6K41;6OIK;	7	0.7660833716392517
42	P51671	Eotaxin (C-C motif chemokine 11) (Eosinophil chemotactic protein) (Small-inducible cytokine A11)	97	9606	CCL11	Secreted.	cell [GO:0005623]; extracellular region [GO:0005576]; extracellular space [GO:0005615]		6356;	1EOT;2EOT;2MPM;	6	0.7254787921905518
43	P06858	Lipoprotein lipase (LPL) (EC 3.1.1.34)	475	9606	LPL	Cell membrane {ECO:0000250|UniProtKB:P11151}; Peripheral membrane protein {ECO:0000250|UniProtKB:P11151}; Extracellular side {ECO:0000250|UniProtKB:P11151}. Secreted {ECO:0000269|PubMed:11342582, ECO:0000269|PubMed:11893776, ECO:0000269|PubMed:12641539, ECO:0000269|PubMed:1371284, ECO:0000269|PubMed:2340307, ECO:0000269|PubMed:27578112, ECO:0000269|PubMed:30559189}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:27811232}. Note=Newly synthesized LPL binds to cell surface heparan proteoglycans and is then released by heparanase. Subsequently, it becomes attached to heparan proteoglycan on endothelial cells (PubMed:27811232). Locates to the plasma membrane of microvilli of hepatocytes with triglyceride-rich lipoproteins (TRL). Some of the bound LPL is then internalized and located inside non-coated endocytic vesicles (By similarity). {ECO:0000250|UniProtKB:P11151, ECO:0000269|PubMed:27811232}.	cell surface [GO:0009986]; chylomicron [GO:0042627]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]; very-low-density lipoprotein particle [GO:0034361]	Detected in blood plasma (PubMed:2340307, PubMed:11893776, PubMed:12641539). Detected in milk (at protein level) (PubMed:2340307). {ECO:0000269|PubMed:11893776, ECO:0000269|PubMed:12641539, ECO:0000269|PubMed:2340307}.	4023;	6E7K;6OAU;6OAZ;6OB0;	9	0.812028568983078
44	Q8TD31	Coiled-coil alpha-helical rod protein 1 (Alpha-helical coiled-coil rod protein) (Putative gene 8 protein) (Pg8)	782	9606	CCHCR1	Cytoplasm. Nucleus.	centriole [GO:0005814]; cytosol [GO:0005829]; nucleus [GO:0005634]	Found in all tissues tested, abundantly expressed in heart, liver, skeletal muscle, kidney and pancreas, and to a lesser extent in lung and placenta. Overexpressed in keratinocytes of psoriatic lesions.	54535;	NA;	10	0.8848766326904297
45	O75056	Syndecan-3 (SYND3)	442	9606	SDC3	Cell membrane; Single-pass type I membrane protein.	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; Golgi lumen [GO:0005796]; integral component of membrane [GO:0016021]; lysosomal lumen [GO:0043202]; membrane [GO:0016020]; microspike [GO:0044393]; plasma membrane [GO:0005886]	Expressed in the nervous system, the adrenal gland, and the spleen. {ECO:0000269|PubMed:11527150}.	9672;	NA;	3	0.7337505459785462
46	Q9BYF1	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (ACE-related carboxypeptidase) (EC 3.4.17.-) (Angiotensin-converting enzyme homolog) (ACEH) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2]	805	9606	ACE2	[Processed angiotensin-converting enzyme 2]: Secreted {ECO:0000269|PubMed:15983030}.; Cell membrane {ECO:0000269|PubMed:18424768}; Single-pass type I membrane protein {ECO:0000255}. Cytoplasm {ECO:0000250|UniProtKB:Q8R0I0}. Note=Detected in both cell membrane and cytoplasm in neurons. {ECO:0000250|UniProtKB:Q8R0I0}.	brush border membrane [GO:0031526]; cell surface [GO:0009986]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; integral component of membrane [GO:0016021]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]	Expressed in endothelial cells from small and large arteries, and in arterial smooth muscle cells (at protein level) (PubMed:15141377). Expressed in lung alveolar epithelial cells, enterocytes of the small intestine, Leydig cells and Sertoli cells (at protein level) (PubMed:15141377). Expressed in the renal proximal tubule and the small intestine (at protein level) (PubMed:18424768). Expressed in heart, kidney, testis, and gastrointestinal system (PubMed:10969042, PubMed:10924499, PubMed:15231706, PubMed:12459472, PubMed:15671045). {ECO:0000269|PubMed:10924499, ECO:0000269|PubMed:10969042, ECO:0000269|PubMed:12459472, ECO:0000269|PubMed:15141377, ECO:0000269|PubMed:15231706, ECO:0000269|PubMed:15671045, ECO:0000269|PubMed:18424768}.	59272;	1R42;1R4L;1XJP;2AJF;3D0G;3D0H;3D0I;3KBH;3SCI;3SCJ;3SCK;3SCL;6ACG;6ACJ;6ACK;6CS2;6LZG;6M0J;6M17;6M18;6M1D;6VW1;	3	0.753089040517807
47	P57075	Ubiquitin-associated and SH3 domain-containing protein A (Cbl-interacting protein 4) (CLIP4) (Suppressor of T-cell receptor signaling 2) (STS-2) (T-cell ubiquitin ligand 1) (TULA-1)	661	9606	UBASH3A	Cytoplasm. Nucleus.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; nucleoplasm [GO:0005654]	Highest expression of UBASH3A in tissues belonging to the immune system, including spleen, peripheral blood leukocytes, thymus and bone marrow. {ECO:0000269|PubMed:11281453, ECO:0000269|PubMed:15107835}.	53347;	2CRN;5WDI;	4	0.8274578034877778
48	O75052	Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein (C-terminal PDZ ligand of neuronal nitric oxide synthase protein) (Nitric oxide synthase 1 adaptor protein)	506	9606	NOS1AP		caveola [GO:0005901]; cytosol [GO:0005829]; glutamatergic synapse [GO:0098978]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; sarcolemma [GO:0042383]; sarcoplasmic reticulum membrane [GO:0033017]; T-tubule [GO:0030315]; Z disc [GO:0030018]		9722;	NA;	8	0.8191502273082734
